Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber
Longview,TX,-1,-1,-1,-1,-1,48757,88.5,92.6,9772,78319,-1
Longview,WA,-1,-1,-1,-1,-1,46075,101.6,112.8,4169,36550,-1
Longview,OR,-1,-1,-1,-1,-1,46075,-1.0,127.5,-1,-1,-1
Lonoke,AR,-1,-1,-1,-1,-1,42888,-1.0,92.1,447,4721,-1
Lonsdale,MN,-1,-1,-1,-1,-1,87424,-1.0,99.6,-1,-1,-1
Loogootee,IN,-1,-1,-1,-1,-1,44925,-1.0,91.1,-1,-1,-1
Lorain,OH,-1,-1,-1,-1,-1,47004,-1.0,92.9,7052,70242,-1
Elyria,OH,-1,-1,-1,-1,-1,47004,-1.0,92.9,4733,54701,-1
Los Alamos,NM,-1,-1,-1,-1,-1,109341,-1.0,90.6,378,18311,-1
Los Angeles,CA,-1,-1,-1,-1,-1,71338,140.6,146.9,223717,3841707,-1
Long Beach,CA,-1,-1,-1,-1,-1,71338,-1.0,146.9,28803,462267,-1
Anaheim,CA,-1,-1,-1,-1,-1,71338,-1.0,146.9,19315,338492,-1
Los Banos,CA,-1,-1,-1,-1,-1,62533,-1.0,146.9,2381,36124,-1
Los Lunas,NM,-1,-1,-1,-1,-1,49068,-1.0,90.6,1103,15054,-1
Los Molinos,CA,-1,-1,-1,-1,-1,45476,-1.0,146.9,-1,-1,-1
Louisa,KY,-1,-1,-1,-1,-1,26390,-1.0,93.9,172,2091,-1
Louisa,WV,-1,-1,-1,-1,-1,26390,-1.0,90.1,-1,-1,-1
Louisburg,KS,-1,-1,-1,-1,-1,64792,-1.0,86.9,100,4093,-1
Louisburg,NC,-1,-1,-1,-1,-1,33542,-1.0,96.4,276,3755,-1
Louisiana,MO,-1,-1,-1,-1,-1,37092,-1.0,91.2,-1,-1,-1
Louisville,GA,-1,-1,-1,-1,-1,26029,-1.0,89.8,-1,-1,-1
Louisville,MS,-1,-1,-1,-1,-1,31085,-1.0,85.1,250,6557,-1
Louisville,KY,-1,-1,-1,-1,-1,57731,91.6,93.9,-1,-1,-1
Louisville,IN,-1,-1,-1,-1,-1,57731,-1.0,91.1,-1,-1,-1
Lovington,NM,-1,-1,-1,-1,-1,51585,-1.0,90.6,830,10422,-1
Lowell,IN,-1,-1,-1,-1,-1,66543,-1.0,91.1,347,8599,-1
Lowell,MI,-1,-1,-1,-1,-1,73204,-1.0,91.4,106,4156,-1
Lowville,NY,-1,-1,-1,-1,-1,45848,-1.0,143.7,-1,-1,-1
Lubbock,TX,-1,-1,-1,-1,-1,50653,88.8,92.6,28838,227867,-1
Lucasville,OH,-1,-1,-1,-1,-1,63750,-1.0,92.9,-1,-1,-1
Lucedale,MS,-1,-1,-1,-1,-1,28299,-1.0,85.1,156,3154,-1
Ludington,MI,-1,-1,-1,-1,-1,50275,-1.0,91.4,-1,-1,-1
Lufkin,TX,-1,-1,-1,-1,-1,48603,88.2,92.6,4915,34611,-1
Lula,GA,-1,-1,-1,-1,-1,46618,-1.0,89.8,-1,-1,-1
Luling,TX,-1,-1,-1,-1,-1,49122,-1.0,92.6,521,5526,-1
Lumberton,NC,-1,-1,-1,-1,-1,38595,83.4,96.4,6182,22019,-1
Luray,VA,-1,-1,-1,-1,-1,43917,-1.0,98.1,321,4812,-1
Luverne,MN,-1,-1,-1,-1,-1,57198,-1.0,99.6,-1,-1,-1
Lykens,PA,-1,-1,-1,-1,-1,43000,-1.0,100.5,24,1867,-1
Lynchburg,VA,-1,-1,-1,-1,-1,50748,93.6,98.1,5850,75137,-1
Lynden,WA,-1,-1,-1,-1,-1,64308,-1.0,112.8,458,12377,-1
Lyndonville,VT,-1,-1,-1,-1,-1,35250,-1.0,114.8,-1,-1,-1
Lyons,KS,-1,-1,-1,-1,-1,54770,-1.0,86.9,10,3394,-1
Lytle,TX,-1,-1,-1,-1,-1,55724,-1.0,92.6,194,2941,-1
Mabton,WA,-1,-1,-1,-1,-1,46406,-1.0,112.8,-1,-1,-1
McAlester,OK,-1,-1,-1,-1,-1,43391,-1.0,88.2,1622,18675,-1
McAllen,TX,-1,-1,-1,-1,-1,40514,86.0,92.6,15403,134623,-1
Macclenny,FL,-1,-1,-1,-1,-1,59543,-1.0,101.5,-1,-1,-1
McComb,MS,-1,-1,-1,-1,-1,29092,-1.0,85.1,1814,13689,-1
McConnelsville,OH,-1,-1,-1,-1,-1,29747,-1.0,92.9,-1,-1,-1
McCook,NE,-1,-1,-1,-1,-1,47500,-1.0,93.6,406,7437,-1
McFarland,CA,-1,-1,-1,-1,-1,35607,-1.0,146.9,674,12452,-1
McGehee,AR,-1,-1,-1,-1,-1,27468,-1.0,92.1,541,3821,-1
McGregor,TX,-1,-1,-1,-1,-1,58668,-1.0,92.6,224,4912,-1
McKenzie,TN,-1,-1,-1,-1,-1,32736,-1.0,90.0,284,5283,-1
Mackinaw,IL,-1,-1,-1,-1,-1,81563,-1.0,90.5,-1,-1,-1
McKinney,TX,-1,-1,-1,-1,-1,97939,-1.0,92.6,6672,138306,-1
McLeansboro,IL,-1,-1,-1,-1,-1,47139,-1.0,90.5,-1,-1,-1
McMinnville,OR,-1,-1,-1,-1,-1,56825,-1.0,127.5,2229,31748,-1
McMinnville,TN,-1,-1,-1,-1,-1,36530,-1.0,90.0,1254,13647,-1
Macomb,IL,-1,-1,-1,-1,-1,40019,-1.0,90.5,876,19674,-1
Macon,GA,-1,-1,-1,-1,-1,38182,87.2,89.8,16042,89125,-1
Macon,MS,-1,-1,-1,-1,-1,20882,-1.0,85.1,350,2651,-1
Macon,MO,-1,-1,-1,-1,-1,37945,-1.0,91.2,324,5349,-1
McPherson,KS,-1,-1,-1,-1,-1,57035,-1.0,86.9,623,13371,-1
McRae,GA,-1,-1,-1,-1,-1,27985,-1.0,89.8,218,4385,-1
Madera,CA,-1,-1,-1,-1,-1,49246,108.9,146.9,3352,58147,-1
Madill,OK,-1,-1,-1,-1,-1,42839,-1.0,88.2,222,3855,-1
Madison,FL,-1,-1,-1,-1,-1,26854,-1.0,101.5,516,2992,-1
Madison,GA,-1,-1,-1,-1,-1,66439,-1.0,89.8,396,3839,-1
Madison,IN,-1,-1,-1,-1,-1,41636,-1.0,91.1,-1,-1,-1
Madison,KY,-1,-1,-1,-1,-1,41636,-1.0,93.9,-1,-1,-1
Madison,SD,-1,-1,-1,-1,-1,54178,-1.0,96.2,244,6573,-1
Madison,WV,-1,-1,-1,-1,-1,34359,-1.0,90.1,-1,-1,-1
Madison,WI,-1,-1,-1,-1,-1,70600,99.5,95.5,17970,238224,-1
Madisonville,KY,-1,-1,-1,-1,-1,43209,-1.0,93.9,-1,-1,-1
Madisonville,TN,-1,-1,-1,-1,-1,49834,-1.0,90.0,602,4761,-1
Madisonville,TX,-1,-1,-1,-1,-1,50245,-1.0,92.6,429,4343,-1
Madras,OR,-1,-1,-1,-1,-1,43036,-1.0,127.5,673,5815,-1
Magee,MS,-1,-1,-1,-1,-1,31368,-1.0,85.1,-1,-1,-1
Magnolia,AR,-1,-1,-1,-1,-1,32343,-1.0,92.1,930,10882,-1
Magnolia,TX,-1,-1,-1,-1,-1,71012,-1.0,92.6,116,1298,-1
Mahomet,IL,-1,-1,-1,-1,-1,92939,-1.0,90.5,170,6784,-1
Maiden,NC,-1,-1,-1,-1,-1,52377,-1.0,96.4,289,3521,-1
Malakoff,TX,-1,-1,-1,-1,-1,29637,-1.0,92.6,178,2328,-1
Malden,MO,-1,-1,-1,-1,-1,38411,-1.0,91.2,95,4347,-1
Malone,NY,-1,-1,-1,-1,-1,38981,-1.0,143.7,-1,-1,-1
Malvern,AR,-1,-1,-1,-1,-1,33734,-1.0,92.1,-1,-1,-1
Malvern,OH,-1,-1,-1,-1,-1,46250,-1.0,92.9,-1,-1,-1
Mammoth Lakes,CA,-1,-1,-1,-1,-1,59878,-1.0,146.9,554,7413,-1
Mamou,LA,-1,-1,-1,-1,-1,27598,-1.0,92.8,252,3372,-1
Manchester,GA,-1,-1,-1,-1,-1,28973,-1.0,89.8,585,3609,-1
Manchester,IA,-1,-1,-1,-1,-1,51094,-1.0,90.3,187,4880,-1
Manchester,KY,-1,-1,-1,-1,-1,31905,-1.0,93.9,122,1962,-1
Manchester,MD,-1,-1,-1,-1,-1,95786,-1.0,121.4,133,3511,-1
Manchester,NH,-1,-1,-1,-1,-1,67812,109.6,112.6,8655,108101,-1
Manchester,TN,-1,-1,-1,-1,-1,49484,-1.0,90.0,1212,10210,-1
Mandeville,LA,-1,-1,-1,-1,-1,79192,-1.0,92.8,743,12825,-1
Covington,LA,-1,-1,-1,-1,-1,79192,-1.0,92.8,614,9325,-1
Mangum,OK,-1,-1,-1,-1,-1,38429,-1.0,88.2,116,2709,-1
Manhattan,KS,-1,-1,-1,-1,-1,49768,89.6,86.9,-1,-1,-1
Manila,AR,-1,-1,-1,-1,-1,52701,-1.0,92.1,-1,-1,-1
Manistee,MI,-1,-1,-1,-1,-1,44330,-1.0,91.4,320,5985,-1
Manistique,MI,-1,-1,-1,-1,-1,33813,-1.0,91.4,255,2969,-1
Manitowoc,WI,-1,-1,-1,-1,-1,48269,87.8,95.5,1414,32640,-1
Mankato,MN,-1,-1,-1,-1,-1,54769,95.3,99.6,3136,36921,-1
Mannford,OK,-1,-1,-1,-1,-1,52212,-1.0,88.2,92,2938,-1
Manning,SC,-1,-1,-1,-1,-1,29103,-1.0,94.8,634,3855,-1
Manor,TX,-1,-1,-1,-1,-1,78505,-1.0,92.6,382,4107,-1
Mansfield,LA,-1,-1,-1,-1,-1,26151,-1.0,92.8,982,5339,-1
Mansfield,OH,-1,-1,-1,-1,-1,43329,86.2,92.9,6199,49069,-1
Mansfield,PA,-1,-1,-1,-1,-1,34983,-1.0,100.5,16,3266,-1
Manteca,CA,-1,-1,-1,-1,-1,73151,-1.0,146.9,4257,67344,-1
Manteo,NC,-1,-1,-1,-1,-1,50460,-1.0,96.4,190,1503,-1
Manti,UT,-1,-1,-1,-1,-1,48315,-1.0,101.5,-1,-1,-1
Many,LA,-1,-1,-1,-1,-1,21308,-1.0,92.8,382,2698,-1
Maquoketa,IA,-1,-1,-1,-1,-1,44560,-1.0,90.3,523,5823,-1
Marana West,AZ,-1,-1,-1,-1,-1,89105,-1.0,107.0,-1,-1,-1
Marathon,FL,-1,-1,-1,-1,-1,58657,-1.0,101.5,-1,-1,-1
Marble Falls,TX,-1,-1,-1,-1,-1,50876,-1.0,92.6,643,7765,-1
Marengo,IL,-1,-1,-1,-1,-1,64142,-1.0,90.5,-1,-1,-1
Marianna,AR,-1,-1,-1,-1,-1,17339,-1.0,92.1,416,4079,-1
Marianna,FL,-1,-1,-1,-1,-1,23331,-1.0,101.5,733,6170,-1
Maricao,PR,-1,-1,-1,-1,-1,15614,-1.0,-1.0,-1,-1,-1
Maricopa,AZ,-1,-1,-1,-1,-1,74764,-1.0,107.0,-1,-1,-1
Marietta,OH,-1,-1,-1,-1,-1,46337,-1.0,92.9,698,14007,-1
Marietta,WV,-1,-1,-1,-1,-1,46337,-1.0,90.1,-1,-1,-1
Marinette,WI,-1,-1,-1,-1,-1,40849,86.6,95.5,886,10395,-1
Marinette,MI,-1,-1,-1,-1,-1,40849,-1.0,91.4,-1,-1,-1
Menominee,WI,-1,-1,-1,-1,-1,40849,-1.0,95.5,-1,-1,-1
Menominee,MI,-1,-1,-1,-1,-1,40849,-1.0,91.4,-1,-1,-1
Marion,IN,-1,-1,-1,-1,-1,37441,81.8,91.1,3064,30342,-1
Marion,KY,-1,-1,-1,-1,-1,38156,-1.0,93.9,106,3031,-1
Marion,NC,-1,-1,-1,-1,-1,39058,-1.0,96.4,952,7015,-1
Marion,OH,-1,-1,-1,-1,-1,41097,85.7,92.9,4059,35540,-1
Marion,SC,-1,-1,-1,-1,-1,33935,-1.0,94.8,1392,6649,-1
Marion,VA,-1,-1,-1,-1,-1,30426,-1.0,98.1,552,5907,-1
Marion Oaks,FL,-1,-1,-1,-1,-1,55518,-1.0,101.5,-1,-1,-1
Marks,MS,-1,-1,-1,-1,-1,22101,-1.0,85.1,-1,-1,-1
Marksville,LA,-1,-1,-1,-1,-1,21906,-1.0,92.8,-1,-1,-1
Marlin,TX,-1,-1,-1,-1,-1,20809,-1.0,92.6,291,5650,-1
Marlow,OK,-1,-1,-1,-1,-1,42449,-1.0,88.2,372,4639,-1
Marquette,MI,-1,-1,-1,-1,-1,49275,91.3,91.4,796,20849,-1
Marseilles,IL,-1,-1,-1,-1,-1,60057,-1.0,90.5,-1,-1,-1
Marshall,IL,-1,-1,-1,-1,-1,42950,-1.0,90.5,-1,-1,-1
Marshall,MI,-1,-1,-1,-1,-1,50122,-1.0,91.4,385,7005,-1
Marshall,MN,-1,-1,-1,-1,-1,49803,-1.0,99.6,-1,-1,-1
Marshall,MO,-1,-1,-1,-1,-1,42368,-1.0,91.2,662,12127,-1
Marshall,TX,-1,-1,-1,-1,-1,40681,89.9,92.6,2512,24038,-1
Marshall,WI,-1,-1,-1,-1,-1,61607,-1.0,95.5,-1,-1,-1
Marshalltown,IA,-1,-1,-1,-1,-1,51498,-1.0,90.3,2340,26041,-1
Marshfield,MO,-1,-1,-1,-1,-1,41076,-1.0,91.2,278,7368,-1
Marshfield,WI,-1,-1,-1,-1,-1,53122,-1.0,95.5,1019,18819,-1
Martin,TN,-1,-1,-1,-1,-1,32671,-1.0,90.0,840,10145,-1
Martinsburg,PA,-1,-1,-1,-1,-1,46652,-1.0,100.5,67,2139,-1
Martinsville,IN,-1,-1,-1,-1,-1,47078,-1.0,91.1,1946,12054,-1
Martinsville,VA,-1,-1,-1,-1,-1,36809,85.0,98.1,978,14618,-1
Marysville,KS,-1,-1,-1,-1,-1,42628,-1.0,86.9,142,3103,-1
Marysville,OH,-1,-1,-1,-1,-1,80361,-1.0,92.9,827,18580,-1
Marysville,WA,-1,-1,-1,-1,-1,86810,-1.0,112.8,3863,35810,-1
Maryville,MO,-1,-1,-1,-1,-1,34897,-1.0,91.2,420,10782,-1
Mascoutah,IL,-1,-1,-1,-1,-1,79144,-1.0,90.5,198,6838,-1
Mason City,IA,-1,-1,-1,-1,-1,50036,-1.0,90.3,2216,27344,-1
Masontown,PA,-1,-1,-1,-1,-1,32279,-1.0,100.5,199,3334,-1
Massena,NY,-1,-1,-1,-1,-1,44813,-1.0,143.7,-1,-1,-1
Mathis,TX,-1,-1,-1,-1,-1,34075,-1.0,92.6,419,5216,-1
Mattawa,WA,-1,-1,-1,-1,-1,51855,-1.0,112.8,-1,-1,-1
Mattoon,IL,-1,-1,-1,-1,-1,40804,-1.0,90.5,1164,16834,-1
Mauldin,SC,-1,-1,-1,-1,-1,79805,-1.0,94.8,1248,23218,-1
Simpsonville,SC,-1,-1,-1,-1,-1,79805,-1.0,94.8,1502,18119,-1
Mauston,WI,-1,-1,-1,-1,-1,46283,-1.0,95.5,304,4233,-1
Mayagüez,PR,-1,-1,-1,-1,-1,15242,-1.0,-1.0,-1,-1,-1
Maybrook,NY,-1,-1,-1,-1,-1,75219,-1.0,143.7,-1,-1,-1
Mayfield,KY,-1,-1,-1,-1,-1,34110,-1.0,93.9,630,10149,-1
Mayodan,NC,-1,-1,-1,-1,-1,34172,-1.0,96.4,522,2625,-1
Maysville,KY,-1,-1,-1,-1,-1,33470,-1.0,93.9,1115,9207,-1
Maysville,OH,-1,-1,-1,-1,-1,33470,-1.0,92.9,-1,-1,-1
Mayville,WI,-1,-1,-1,-1,-1,46889,-1.0,95.5,302,5302,-1
Mazomanie,WI,-1,-1,-1,-1,-1,64779,-1.0,95.5,-1,-1,-1
Meadville,PA,-1,-1,-1,-1,-1,44775,88.5,100.5,718,13229,-1
Mecca,CA,-1,-1,-1,-1,-1,19214,-1.0,146.9,-1,-1,-1
Medford,OR,-1,-1,-1,-1,-1,51840,107.5,127.5,7074,73525,-1
Medford,WI,-1,-1,-1,-1,-1,41224,-1.0,95.5,408,3995,-1
Medical Lake,WA,-1,-1,-1,-1,-1,60358,-1.0,112.8,-1,-1,-1
Medina,NY,-1,-1,-1,-1,-1,46226,-1.0,143.7,-1,-1,-1
Medina,TN,-1,-1,-1,-1,-1,69681,-1.0,90.0,81,2465,-1
Melrose,MN,-1,-1,-1,-1,-1,61635,-1.0,99.6,60,3261,-1
Memphis,TN,-1,-1,-1,-1,-1,51704,88.2,90.0,105372,673650,-1
Memphis,MS,-1,-1,-1,-1,-1,51704,-1.0,85.1,-1,-1,-1
Memphis,AR,-1,-1,-1,-1,-1,51704,-1.0,92.1,-1,-1,-1
Mena,AR,-1,-1,-1,-1,-1,36095,-1.0,92.1,603,5605,-1
Mendota,CA,-1,-1,-1,-1,-1,31145,-1.0,146.9,972,10690,-1
Mendota,IL,-1,-1,-1,-1,-1,52227,-1.0,90.5,360,6908,-1
Menomonie,WI,-1,-1,-1,-1,-1,45745,-1.0,95.5,687,15846,-1
Merced,CA,-1,-1,-1,-1,-1,50004,108.2,146.9,6737,77484,-1
Mercer,PA,-1,-1,-1,-1,-1,47455,-1.0,100.5,39,2184,-1
Meridian,MS,-1,-1,-1,-1,-1,31209,82.0,85.1,5216,39566,-1
Merrill,WI,-1,-1,-1,-1,-1,49351,-1.0,95.5,812,9433,-1
Mescalero Park,TX,-1,-1,-1,-1,-1,61309,-1.0,92.6,-1,-1,-1
Mesquite,NV,-1,-1,-1,-1,-1,49969,-1.0,103.3,566,18130,-1
Mesquite,AZ,-1,-1,-1,-1,-1,49969,-1.0,107.0,-1,-1,-1
Metamora,IL,-1,-1,-1,-1,-1,62540,-1.0,90.5,-1,-1,-1
Metropolis,IL,-1,-1,-1,-1,-1,35905,-1.0,90.5,650,6414,-1
Metter,GA,-1,-1,-1,-1,-1,26790,-1.0,89.8,-1,-1,-1
Mexia,TX,-1,-1,-1,-1,-1,36173,-1.0,92.6,830,6509,-1
Mexico,MO,-1,-1,-1,-1,-1,39637,-1.0,91.2,489,10736,-1
Meyersdale,PA,-1,-1,-1,-1,-1,40268,-1.0,100.5,-1,-1,-1
Miami,FL,-1,-1,-1,-1,-1,56782,110.1,101.5,52298,440482,-1
Miami,OK,-1,-1,-1,-1,-1,35828,-1.0,88.2,1292,12967,-1
Michigan City,IN,-1,-1,-1,-1,-1,45588,87.8,91.1,4342,32482,-1
Michigan City,MI,-1,-1,-1,-1,-1,45588,-1.0,91.4,-1,-1,-1
La Porte,IN,-1,-1,-1,-1,-1,45588,-1.0,91.1,2299,21282,-1
La Porte,MI,-1,-1,-1,-1,-1,45588,-1.0,91.4,-1,-1,-1
Middlebury,IN,-1,-1,-1,-1,-1,88053,-1.0,91.1,-1,-1,-1
Middlebury,VT,-1,-1,-1,-1,-1,54306,-1.0,114.8,629,8340,-1
Middlefield,OH,-1,-1,-1,-1,-1,48564,-1.0,92.9,97,2515,-1
Middleport,OH,-1,-1,-1,-1,-1,37924,-1.0,92.9,28,2448,-1
Middleport,WV,-1,-1,-1,-1,-1,37924,-1.0,90.1,-1,-1,-1
Middlesborough,KY,-1,-1,-1,-1,-1,31616,-1.0,93.9,-1,-1,-1
Middlesborough,TN,-1,-1,-1,-1,-1,31616,-1.0,90.0,-1,-1,-1
Middlesborough,VA,-1,-1,-1,-1,-1,31616,-1.0,98.1,-1,-1,-1
Middletown,DE,-1,-1,-1,-1,-1,97151,-1.0,106.6,946,13710,-1
Middletown,IN,-1,-1,-1,-1,-1,51912,-1.0,91.1,-1,-1,-1
Middletown,NY,-1,-1,-1,-1,-1,62488,-1.0,143.7,2645,25701,-1
Middletown,OH,-1,-1,-1,-1,-1,50860,-1.0,92.9,8692,51464,-1
Middleville,MI,-1,-1,-1,-1,-1,59355,-1.0,91.4,-1,-1,-1
Midland,MI,-1,-1,-1,-1,-1,65364,87.0,91.4,1572,40346,-1
Midland,TX,-1,-1,-1,-1,-1,77067,97.8,92.6,8025,109791,-1
Mifflinburg,PA,-1,-1,-1,-1,-1,53438,-1.0,100.5,116,3514,-1
Mifflintown,PA,-1,-1,-1,-1,-1,43576,-1.0,100.5,-1,-1,-1
Milaca,MN,-1,-1,-1,-1,-1,41054,-1.0,99.6,59,3015,-1
Milan,MI,-1,-1,-1,-1,-1,72165,-1.0,91.4,343,5752,-1
Milan,TN,-1,-1,-1,-1,-1,44485,-1.0,90.0,646,7913,-1
Milbank,SD,-1,-1,-1,-1,-1,42383,-1.0,96.2,-1,-1,-1
Miles City,MT,-1,-1,-1,-1,-1,50445,-1.0,100.8,443,8141,-1
Milford,DE,-1,-1,-1,-1,-1,54485,-1.0,106.6,1564,8792,-1
Milford,NJ,-1,-1,-1,-1,-1,87440,-1.0,118.3,-1,-1,-1
Milford,PA,-1,-1,-1,-1,-1,87440,-1.0,100.5,86,2930,-1
Milledgeville,GA,-1,-1,-1,-1,-1,33407,-1.0,89.8,2089,20543,-1
Millen,GA,-1,-1,-1,-1,-1,25947,-1.0,89.8,-1,-1,-1
Millersburg,OH,-1,-1,-1,-1,-1,48047,-1.0,92.9,130,3675,-1
Millersburg,PA,-1,-1,-1,-1,-1,50993,-1.0,100.5,111,2479,-1
Millinocket,ME,-1,-1,-1,-1,-1,29318,-1.0,110.9,210,4891,-1
Millsboro,DE,-1,-1,-1,-1,-1,51265,-1.0,106.6,332,2831,-1
Millsboro,PA,-1,-1,-1,-1,-1,31694,-1.0,100.5,-1,-1,-1
Millstadt,IL,-1,-1,-1,-1,-1,74242,-1.0,90.5,95,3413,-1
Milton,DE,-1,-1,-1,-1,-1,48287,-1.0,106.6,318,1882,-1
Milton,VT,-1,-1,-1,-1,-1,87687,-1.0,114.8,452,10984,-1
Milton,PA,-1,-1,-1,-1,-1,51486,-1.0,100.5,286,6360,-1
Lewisburg,PA,-1,-1,-1,-1,-1,51486,-1.0,100.5,140,5515,-1
Milwaukee,WI,-1,-1,-1,-1,-1,59777,93.8,95.5,76346,605921,-1
Minden,LA,-1,-1,-1,-1,-1,25858,-1.0,92.8,560,12799,-1
Minden,NE,-1,-1,-1,-1,-1,44850,-1.0,93.6,138,2800,-1
Mineola,TX,-1,-1,-1,-1,-1,36782,-1.0,92.6,293,5274,-1
Mineral Wells,TX,-1,-1,-1,-1,-1,41506,-1.0,92.6,1716,16799,-1
Minerva,OH,-1,-1,-1,-1,-1,46025,-1.0,92.9,151,3900,-1
Minneapolis,MN,-1,-1,-1,-1,-1,78708,105.4,99.6,44842,385704,-1
Minneapolis,WI,-1,-1,-1,-1,-1,78708,-1.0,95.5,-1,-1,-1
St. Paul,MN,-1,-1,-1,-1,-1,78708,-1.0,99.6,27867,281166,-1
St. Paul,WI,-1,-1,-1,-1,-1,78708,-1.0,95.5,-1,-1,-1
Minot,ND,-1,-1,-1,-1,-1,66784,90.7,97.8,1617,37605,-1
Minot AFB,ND,-1,-1,-1,-1,-1,60242,-1.0,97.8,-1,-1,-1
Mission Viejo,CA,-1,-1,-1,-1,-1,109542,-1.0,146.9,2419,94679,-1
Lake Forest,CA,-1,-1,-1,-1,-1,109542,-1.0,146.9,2107,75780,-1
San Clemente,CA,-1,-1,-1,-1,-1,109542,-1.0,146.9,1690,62796,-1
Missoula,MT,-1,-1,-1,-1,-1,49816,103.4,100.8,-1,-1,-1
Missouri Valley,IA,-1,-1,-1,-1,-1,44464,-1.0,90.3,-1,-1,-1
Mitchell,IN,-1,-1,-1,-1,-1,41691,-1.0,91.1,-1,-1,-1
Mitchell,SD,-1,-1,-1,-1,-1,46688,-1.0,96.2,1072,14669,-1
Moab,UT,-1,-1,-1,-1,-1,51990,-1.0,101.5,602,5032,-1
Moapa Valley,NV,-1,-1,-1,-1,-1,66865,-1.0,103.3,-1,-1,-1
Moberly,MO,-1,-1,-1,-1,-1,36563,-1.0,91.2,1232,14011,-1
Mobile,AL,-1,-1,-1,-1,-1,45995,88.3,88.6,31839,255178,-1
Mobridge,SD,-1,-1,-1,-1,-1,50897,-1.0,96.2,122,3085,-1
Mocksville,NC,-1,-1,-1,-1,-1,45438,-1.0,96.4,532,4683,-1
Modesto,CA,-1,-1,-1,-1,-1,59972,112.3,146.9,21618,203890,-1
Mojave,CA,-1,-1,-1,-1,-1,34915,-1.0,146.9,-1,-1,-1
Molalla,OR,-1,-1,-1,-1,-1,65551,-1.0,127.5,456,7727,-1
Momence,IL,-1,-1,-1,-1,-1,46146,-1.0,90.5,160,3022,-1
Monahans,TX,-1,-1,-1,-1,-1,64188,-1.0,92.6,446,6442,-1
Monessen,PA,-1,-1,-1,-1,-1,47674,-1.0,100.5,593,7977,-1
California,PA,-1,-1,-1,-1,-1,47674,-1.0,100.5,170,6411,-1
Monett,MO,-1,-1,-1,-1,-1,39848,-1.0,91.2,638,8884,-1
Monmouth,IL,-1,-1,-1,-1,-1,44427,-1.0,90.5,1062,9092,-1
Monmouth,OR,-1,-1,-1,-1,-1,48601,-1.0,127.5,324,9851,-1
Independence,OR,-1,-1,-1,-1,-1,48601,-1.0,127.5,453,9835,-1
Monroe,GA,-1,-1,-1,-1,-1,37405,-1.0,89.8,1405,13305,-1
Monroe,LA,-1,-1,-1,-1,-1,36623,86.5,92.8,9970,51709,-1
Monroe,MI,-1,-1,-1,-1,-1,48596,90.5,91.4,1975,21062,-1
Monroe,WI,-1,-1,-1,-1,-1,50117,-1.0,95.5,688,10482,-1
Monroeville,AL,-1,-1,-1,-1,-1,32617,-1.0,88.6,1010,6285,-1
Montauk,NY,-1,-1,-1,-1,-1,96898,-1.0,143.7,-1,-1,-1
Mont Belvieu,TX,-1,-1,-1,-1,-1,67143,-1.0,92.6,316,2968,-1
Monterey,TN,-1,-1,-1,-1,-1,33000,-1.0,90.0,227,2944,-1
Montesano,WA,-1,-1,-1,-1,-1,52136,-1.0,112.8,200,3643,-1
Elma,WA,-1,-1,-1,-1,-1,52136,-1.0,112.8,334,3103,-1
Montevideo,MN,-1,-1,-1,-1,-1,46798,-1.0,99.6,256,5148,-1
Monte Vista,CO,-1,-1,-1,-1,-1,36901,-1.0,105.8,214,3879,-1
Montezuma,GA,-1,-1,-1,-1,-1,30395,-1.0,89.8,448,3547,-1
Montgomery,AL,-1,-1,-1,-1,-1,50201,88.5,88.6,24164,203966,-1
Montgomery,MN,-1,-1,-1,-1,-1,55913,-1.0,99.6,122,3305,-1
Montgomery,PA,-1,-1,-1,-1,-1,54891,-1.0,100.5,68,5379,-1
Montgomery,WV,-1,-1,-1,-1,-1,35541,-1.0,90.1,-1,-1,-1
Montgomery City,MO,-1,-1,-1,-1,-1,40375,-1.0,91.2,98,2427,-1
Monticello,AR,-1,-1,-1,-1,-1,35299,-1.0,92.1,828,9207,-1
Monticello,GA,-1,-1,-1,-1,-1,34148,-1.0,89.8,-1,-1,-1
Monticello,IL,-1,-1,-1,-1,-1,72903,-1.0,90.5,141,5341,-1
Monticello,IN,-1,-1,-1,-1,-1,44583,-1.0,91.1,297,5162,-1
Monticello,IA,-1,-1,-1,-1,-1,47355,-1.0,90.3,75,3742,-1
Monticello,KY,-1,-1,-1,-1,-1,27263,-1.0,93.9,380,6152,-1
Monticello,NY,-1,-1,-1,-1,-1,32892,-1.0,143.7,-1,-1,-1
Monticello,MN,-1,-1,-1,-1,-1,77440,-1.0,99.6,-1,-1,-1
Big Lake,MN,-1,-1,-1,-1,-1,77440,-1.0,99.6,393,10240,-1
Montpelier,OH,-1,-1,-1,-1,-1,55227,-1.0,92.9,318,3928,-1
Montrose,CO,-1,-1,-1,-1,-1,45405,-1.0,105.8,1493,18758,-1
Montrose,MN,-1,-1,-1,-1,-1,74698,-1.0,99.6,-1,-1,-1
Moodus,CT,-1,-1,-1,-1,-1,98750,-1.0,119.5,-1,-1,-1
Moorefield,WV,-1,-1,-1,-1,-1,41061,-1.0,90.1,142,2508,-1
