Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber,COLIsEstimated
Cullman,AL,1031.0,537.3259668508288,1824.0,11.131805157593123,2095.217649792021,48628,90.5,88.6,1396,15540,24.0,F
Grandview,WA,1320.0,506.9886055443227,1628.0,12.421188630490956,2095.8969440313613,50233,99.08112223955783,112.8,774,9614,15.0,T
Childress,TX,2076.0,420.46017638324463,296.0,34.37765957446808,2096.9959465864495,38462,91.47596409925474,92.6,188,6463,10.0,T
Corydon,IN,2065.0,421.8362405120377,374.0,30.641304347826086,2098.5950061886642,38397,91.02347383286119,91.1,92,2819,4.0,T
Berlin,NH,2047.0,423.79100028767954,463.0,27.166172106824927,2098.708650575396,41386,97.65662784699578,112.6,337,9155,14.0,T
Granbury,TX,340.0,642.6749183088954,2071.0,9.604407135362015,2098.723659751326,62235,96.83744958300576,92.6,953,9153,14.0,T
Auburn,NY,1298.0,508.85805763073637,1652.0,12.312849162011172,2100.930270142253,47680,93.7,143.7,2148,26448,41.0,F
Cartersville,GA,445.0,617.3575867893142,2054.0,9.681204569055037,2101.6519692851143,58349,94.51410535578756,89.8,1926,18646,29.0,T
Wisconsin Rapids,WI,821.0,559.0218642117376,1935.0,10.367103694874851,2101.9671738635693,48579,86.9,95.5,1678,17396,27.0,F
Cedaredge,CO,2082.0,419.3665732159513,292.0,34.60606060606061,2102.3767502519618,40057,95.51786565347638,105.8,66,2284,4.0,T
Baker City,OR,1990.0,431.9403495396711,683.0,22.11163895486936,2103.9460544415106,44245,102.43312542380662,127.5,421,9309,15.0,T
Andalusia,AL,2104.0,415.53141072189374,23.0,151.6271186440678,2104.125709172339,37500,90.24588522646714,88.6,59,8946,14.0,T
Payson,AZ,1570.0,480.51739919387023,1402.0,14.281516587677725,2104.876243392946,46419,96.60212112584028,107.0,1055,15067,24.0,T
Muncie,IN,1592.0,478.5304659498208,1378.0,14.461144321093084,2105.5517091726815,40053,83.7,91.1,4684,67736,106.0,F
Grand Island,NE,452.0,616.5653153153154,2057.0,9.659247268312424,2106.0752598138556,54751,88.8,93.6,4942,47736,75.0,F
Syracuse,NY,484.0,610.6729758149316,2050.0,9.698548249359522,2106.3608427807426,58075,95.1,143.7,14052,136284,213.0,F
Rockdale,TX,1731.0,462.23642193530947,1201.0,15.89516129032258,2106.836965690511,42411,91.75174864505911,92.6,372,5913,9.0,T
Fort Worth,TX,202.5,700.9990553333527,2098.0,9.460014701409307,2107.7500444787092,67583,96.40954504262723,92.6,78904,746433,1167.0,T
Du Quoin,IL,2030.0,425.8747505761349,574.0,24.4,2109.591429637502,38693,90.8553511276615,90.5,255,6222,10.0,T
Decatur,IL,850.0,555.7126030624263,1932.0,10.389590562109646,2110.716466037066,47180,84.9,90.5,7205,74857,117.0,F
Wayne,NE,1998.0,431.4425962893228,684.0,22.07377049180328,2111.8380619735026,39620,91.83145183335367,93.6,244,5386,8.0,T
Glenwood Springs,CO,939.0,545.4303599374022,1892.0,10.6615925058548,2112.1990909949754,69706,127.8,105.8,854,9105,14.0,F
Middleport,OH,2114.0,414.2555695966536,50.0,87.42857142857143,2114.5912134500136,37924,91.54735091896362,92.9,28,2448,4.0,T
Mount Angel,OR,1921.0,439.9602523600256,886.0,18.849162011173185,2115.4755966448774,45119,102.55244594931838,127.5,179,3374,5.0,T
Titusville,FL,1304.0,508.3311058180017,1667.0,12.187822777928785,2116.4368641658084,48453,95.31779473150651,101.5,3679,44839,70.0,T
Mont Belvieu,TX,213.0,697.3313581943348,2106.0,9.39240506329114,2116.7439618432836,67143,96.28564557007681,92.6,316,2968,5.0,T
Ware,MA,1972.0,433.572804037961,771.0,20.608879492600423,2117.3627464371807,45114,104.051729213279,132.5,473,9748,15.0,T
Winfield,KS,1337.0,505.2453878204277,1642.0,12.362222222222222,2117.482703589335,45704,90.45901477134103,86.9,900,11126,17.0,T
Shelby,OH,1276.0,510.45997827428937,1690.0,12.035340314136125,2117.6109179922546,47222,92.50872156450596,92.9,764,9195,14.0,T
Harrington,DE,899.0,550.0365178038323,1918.0,10.467836257309942,2118.2362946564767,54000,98.17529973393297,106.6,342,3580,6.0,T
Mangum,OK,2026.0,426.2562419494457,620.0,23.353448275862068,2118.7439675430346,38429,90.1546915166528,88.2,116,2709,4.0,T
Roaring Spring,PA,1764.0,458.96091086404095,1175.0,16.135714285714286,2119.5096130945008,43239,94.21063749982139,100.5,140,2259,4.0,T
Bedford,IN,1699.0,466.67343457248586,1270.0,15.305239179954443,2121.2027248709633,42618,91.32296128885471,91.1,878,13438,21.0,T
De Soto,MO,1569.0,480.5657212226097,1428.0,14.089715536105032,2121.543070503166,43976,91.50881566858418,91.2,457,6439,10.0,T
Jackson,GA,1862.0,447.4229030244921,1017.0,17.50390625,2121.634511408598,40606,90.75530046743542,89.8,256,4481,7.0,T
Floydada,TX,1666.0,470.0108781181712,1314.0,14.940298507462687,2121.827514196194,43162,91.83191710968892,92.6,201,3003,5.0,T
Luray,VA,1674.0,469.34191504206683,1305.0,14.990654205607477,2122.5694334932837,43917,93.57144246548648,98.1,321,4812,8.0,T
Durango,CO,365.0,636.3279533633786,2091.0,9.495711835334477,2122.617723472599,66132,103.92754184450382,105.8,1749,16608,26.0,T
West Tawakoni,TX,1328.0,506.2964795169734,1657.0,12.280303030303031,2123.4954673839075,46750,92.33720140539259,92.6,132,1621,3.0,T
Peoria,IL,326.0,651.0726643598616,2099.0,9.433994894177715,2124.1650124225284,56448,86.7,90.5,12143,114557,179.0,F
Des Moines,IA,119.0,749.9672846237731,2122.0,9.301740368278459,2125.334091384223,68772,91.7,90.3,21777,202564,317.0,F
Butler,PA,809.0,560.7197677126746,1967.0,10.157664233576643,2126.868590204858,54027,96.3529433256661,100.5,1370,13916,22.0,T
Juneau,AK,216.0,694.6372647496605,2117.0,9.332730560578662,2127.9908364464354,85204,122.65970215506155,125.7,3318,30966,48.0,T
Visalia,CA,946.0,544.7007722007722,1907.0,10.56761325219743,2128.7472842026127,56431,103.6,146.9,11832,125036,196.0,F
Vallejo,CA,519.0,604.5686900958466,2066.0,9.616867267065063,2130.191775404271,75692,125.2,146.9,11881,114258,179.0,F
Marysville,WA,118.0,750.6873436493684,2129.0,9.269997411338338,2132.2675723276384,86810,115.64068681108242,112.8,3863,35810,56.0,T
Blairsville,PA,1517.0,486.58956410526054,1499.0,13.439516129032258,2132.672032920205,46026,94.58895832390584,100.5,248,3333,5.0,T
Kankakee,IL,480.0,611.8791208791209,2079.0,9.573752711496747,2133.691870912949,55681,91.0,90.5,2766,26481,41.0,F
Oneonta,AL,2003.0,430.81262750625484,736.0,21.147398843930635,2133.9411894426707,38900,90.29447494418028,88.6,346,7317,11.0,T
La Grande,OR,1911.0,441.31135544832256,951.0,18.1294964028777,2134.554286027882,45267,102.5738391753229,127.5,695,12600,20.0,T
Sacramento,CA,579.0,594.8379052369078,2055.0,9.676586245033384,2135.009601851945,71559,120.3,146.9,48826,472469,739.0,F
Morganfield,KY,2134.0,411.59028098218755,88.0,64.8,2135.8136622842358,37802,91.84376246638331,93.9,50,3240,5.0,T
Port Huron,MI,1032.0,537.2895898465764,1870.0,10.83495145631068,2135.8661006720436,49726,92.54971795414706,91.4,2781,30132,47.0,T
Vassar,MI,2113.0,414.41481149446474,316.0,33.05128205128205,2136.498303299116,37750,91.092304022305,91.4,78,2578,4.0,T
Frackville,PA,2138.0,411.35102356233597,10.0,293.2857142857143,2138.023386214473,38606,93.85171736214158,100.5,14,4106,6.0,T
Brush,CO,2058.0,422.41947572399533,582.0,24.263636363636362,2138.7117617855847,40357,95.5377351643911,105.8,220,5338,8.0,T
Viroqua,WI,2111.0,414.7506977881666,349.0,31.762962962962963,2139.654645030361,38298,92.3398084782986,95.5,135,4288,7.0,T
Orofino,ID,2035.0,425.4302632369017,661.0,22.52671755725191,2139.6602534047315,39512,92.87538620165736,97.1,131,2951,5.0,T
Berryville,AR,1219.0,516.309765418524,1760.0,11.494669509594882,2140.9252672617977,47682,92.35153621653596,92.1,469,5391,8.0,T
Jacksonville,FL,527.0,602.4545454545455,2076.0,9.575758281422832,2141.8461662780546,59643,99.0,101.5,85885,822414,1286.0,F
Bowling Green,MO,2018.0,428.09153682746245,723.0,21.414634146341463,2143.6074733961905,38990,91.07865175039535,91.2,246,5268,8.0,T
Allentown,PA,308.0,659.9797775530839,2124.0,9.294233570388142,2146.215273452316,65272,98.9,100.5,11671,108473,170.0,F
Carthage,MO,1785.0,455.5597445938008,1192.0,15.967157417893544,2146.4130543769993,41571,91.25257552566836,91.2,883,14099,22.0,T
Marion,KY,2106.0,415.3946418251397,417.0,28.59433962264151,2146.887281624259,38156,91.8548198704541,93.9,106,3031,5.0,T
Annandale,MN,1457.0,492.25809981175587,1579.0,12.746031746031745,2148.508785181015,46464,94.38950830421739,99.6,252,3212,5.0,T
Chillicothe,MO,1845.0,449.7372781629969,1101.0,16.77431906614786,2148.540434806848,41019,91.20658213512291,91.2,514,8622,13.0,T
West Lafayette,OH,2121.0,413.4248256554847,345.0,31.894736842105264,2148.8755198940676,37847,91.54505886286246,92.9,76,2424,4.0,T
Walla Walla,WA,1125.0,527.4331020812685,1831.0,11.079021970233876,2148.9965100018194,53218,100.9,112.8,2822,31265,49.0,F
Cottonwood,AZ,1447.0,493.50573961924846,1593.0,12.640642939150402,2152.0822474989195,47792,96.84183214742887,107.0,871,11010,17.0,T
Sayre,OK,2145.0,410.5819495670262,192.0,42.214285714285715,2153.575863534879,37000,90.11599277322802,88.2,98,4137,6.0,T
Owosso,MI,1070.0,533.2193396226415,1869.0,10.856502242152466,2153.615796747414,45217,84.8,91.4,1338,14526,23.0,F
Monroe,MI,1034.0,536.9723756906077,1891.0,10.664303797468355,2155.234789993888,48596,90.5,91.4,1975,21062,33.0,F
Montpelier,VT,1090.5,530.7954045599197,1862.0,10.887005649717514,2157.8309132089103,53316,100.44548152070774,114.8,708,7708,12.0,T
Omak,WA,1754.0,460.27206680473216,1261.0,15.420195439739414,2160.2400329593006,45176,98.15064449515174,112.8,307,4734,7.0,T
Alton,IL,807.0,561.4161924735885,2004.0,9.979584775086504,2160.385382287151,52123,92.84199618530258,90.5,2890,28841,45.0,T
Towanda,PA,2063.0,421.9421017202971,645.0,22.918032786885245,2161.4795858392927,39621,93.90150885266368,100.5,122,2796,4.0,T
Green Forest,AR,1794.0,454.42560663802726,1207.0,15.846938775510203,2162.2407359033823,41591,91.5243317992186,92.1,196,3106,5.0,T
El Dorado,KS,1535.0,485.16581766967727,1526.0,13.255474452554745,2164.4632129006027,43758,90.19184453302194,86.9,959,12712,20.0,T
Raymond,WA,1909.0,441.477756322061,1021.0,17.47530864197531,2164.8838306015405,43220,97.89847706046308,112.8,162,2831,4.0,T
Columbia,TN,1018.0,538.125881349532,1914.0,10.509361069836553,2167.8837607215014,49558,92.09369353452506,90.0,3365,35364,55.0,T
Everett,PA,2153.0,409.705484933411,258.0,36.76,2168.403329641421,38449,93.84546073687315,100.5,50,1838,3.0,T
Hermiston,OR,993.0,540.0919305413687,1928.0,10.40472972972973,2168.693846535283,52875,97.9,127.5,1480,15399,24.0,F
Fergus Falls,MN,1976.0,433.28014938610744,894.0,18.715076071922546,2168.827332915186,40596,93.69457626322924,99.6,723,13531,21.0,T
Ithaca,NY,1425.0,495.4080629301868,1637.0,12.381961762261014,2170.3442123313066,50383,101.7,143.7,2406,29791,47.0,F
Walters,OK,2170.0,405.3036963100354,49.0,88.14285714285714,2170.5531553039655,36522,90.1102070681898,88.2,28,2468,4.0,T
Union,MO,793.0,563.706943147959,2021.0,9.884231536926148,2171.011285092733,52510,93.15123866802797,91.2,1002,9904,15.0,T
Rice Lake,WI,1248.0,513.1790989148839,1778.0,11.399727148703956,2172.277146222369,47941,93.41962699059869,95.5,733,8356,13.0,T
Sherman,TX,1321.0,506.9222343921139,1725.0,11.75738203957382,2172.70936850744,46282,91.3,92.6,3285,38623,60.0,F
Roland,OK,2132.5,411.9594280092944,428.0,28.1640625,2175.0264940915085,37125,90.11809774423321,88.2,128,3605,6.0,T
Charlevoix,MI,1442.0,493.81098557612904,1630.0,12.415458937198068,2176.295935758738,45307,91.74968018813989,91.4,207,2570,4.0,T
Pontiac,IL,1575.0,479.96120753873,1502.0,13.409200968523002,2176.3797922237745,43810,91.27821022173922,90.5,826,11076,17.0,T
Colville,WA,1696.0,466.82024637093724,1368.0,14.550595238095237,2178.953877437519,45867,98.25409321161683,112.8,336,4889,8.0,T
Florence,AZ,2165.0,407.6615574541844,259.0,36.625,2180.437112140591,39063,95.82213305553137,107.0,576,21096,33.0,T
Nicholasville,KY,1207.0,517.5863392776125,1817.0,11.15471394037067,2181.3615014481206,48122,92.97386029771023,93.9,2482,27686,43.0,T
Erwin,TN,2163.0,408.01572686413846,290.0,34.69277108433735,2182.3540042806985,36989,90.6558192849185,90.0,166,5759,9.0,T
Weiser,ID,2179.0,404.400892222416,124.0,54.536842105263155,2182.5253721320173,37527,92.79653116927489,97.1,95,5181,8.0,T
Elyria,OH,1305.5,508.31271767247995,1751.0,11.557363194591169,2184.1087999456436,47004,92.47063542936179,92.9,4733,54701,86.0,T
Litchfield,IL,1536.0,484.36357805897813,1554.0,12.964,2184.9970251695995,44238,91.3322182012071,90.5,500,6482,10.0,T
Beatrice,NE,1415.0,496.2403454398805,1666.0,12.193857965451055,2185.813578510299,45902,92.49953257893866,93.6,1042,12706,20.0,T
Havre,MT,1265.0,511.98591408818083,1783.0,11.36214953271028,2186.1642207299983,48721,95.16082114635802,100.8,856,9726,15.0,T
Arlington,TX,202.5,700.9990553333527,2177.0,9.007817268416357,2186.397779453684,67583,96.40954504262723,92.6,42598,383715,600.0,T
Emmett,ID,2156.0,409.36549132598844,364.0,31.024509803921568,2186.5113765997194,37993,92.80948395756491,97.1,204,6329,10.0,T
St. Joseph,MO,763.0,567.438596491228,2052.0,9.688871873404798,2189.263118037665,48516,85.5,91.2,7836,75922,119.0,F
Springfield,TN,1168.0,522.671275392931,1855.0,10.94315403422983,2192.087817583958,47968,91.77470096082644,90.0,1636,17903,28.0,T
Ripley,WV,2140.0,411.19713680817637,478.0,26.75409836065574,2192.734366037072,37292,90.69129296344477,90.1,122,3264,5.0,T
Grove,OK,1789.0,455.0731585428692,1268.0,15.36214953271028,2192.793879962273,41099,90.31295128809131,88.2,428,6575,10.0,T
Bremen,IN,2154.0,409.4708372543891,418.0,28.548780487804876,2194.183219332424,37258,90.99060692533027,91.1,164,4682,7.0,T
Evansville,IN,720.0,574.0137614678899,2073.0,9.598171635644869,2194.4769308425184,50054,87.2,91.1,12142,116541,182.0,F
Abilene,KS,1243.0,513.5901800271761,1809.0,11.181494661921707,2194.8872408394923,46526,90.58973829588822,86.9,562,6284,10.0,T
Landrum,SC,1417.0,495.81614342416356,1677.0,12.13063063063063,2195.499487588189,46053,92.88322014275829,94.8,222,2693,4.0,T
Newark,OH,1009.0,538.8432270805177,1951.0,10.255029201817003,2196.4703503575915,50164,93.09572335499382,92.9,4623,47409,74.0,T
Calexico,CA,1590.0,478.5802193963552,1516.0,13.319854159761352,2196.8969024512735,52587,109.88126518544635,146.9,3017,40186,63.0,T
Willard,OH,1765.0,458.88315344251737,1309.0,14.961187214611872,2197.431682669566,42132,91.81422260531454,92.9,438,6553,10.0,T
Luling,TX,1105.0,529.4330489929138,1902.0,10.606525911708253,2199.6883870221254,49122,92.78226981379373,92.6,521,5526,9.0,T
Fort Walton Beach,FL,295.0,664.6160499409849,2184.0,8.969343065693431,2203.833251405378,67634,101.76401849760566,101.5,2055,18432,29.0,T
Belding,MI,1769.0,457.7914923716875,1317.0,14.930666666666667,2205.413793373026,41812,91.33415691799757,91.4,375,5599,9.0,T
Slippery Rock,PA,2205.0,399.4445508741886,65.0,77.8157894736842,2205.957841845578,37474,93.81527402986912,100.5,38,2957,5.0,T
Muldrow,OK,2132.5,411.9594280092944,567.0,24.435114503816795,2206.5913192070707,37125,90.11809774423321,88.2,131,3201,5.0,T
Fulton,MO,1327.0,506.31949388204634,1763.0,11.476233183856502,2206.6032719997493,46520,91.87874565785025,91.2,1115,12796,20.0,T
Vinita,OK,1966.0,434.67585838913806,1002.0,17.622478386167145,2206.6173206969984,39203,90.18904372854314,88.2,347,6115,10.0,T
Bowling Green,KY,1010.0,538.7931034482758,1963.0,10.179040852575488,2207.593486129183,46875,87.0,93.9,5630,57308,90.0,F
Madisonville,TX,992.0,540.1305441320959,1973.0,10.123543123543124,2208.346213798914,50245,93.02380794023738,92.6,429,4343,7.0,T
Kenai,AK,1586.0,479.2395498280309,1539.0,13.097087378640778,2209.958596897236,49235,102.73567784142057,125.7,618,8094,13.0,T
Dallas,TX,237.0,686.1218274111675,2198.0,8.876703302675017,2210.7403737209847,67583,98.5,92.6,147214,1306775,2044.0,F
Burlington,IA,1213.0,516.7111738470423,1849.0,10.975609756097562,2211.3728767442185,47415,91.76306300284472,90.3,2337,25650,40.0,T
Corry,PA,1993.0,431.74644625428306,961.0,18.042857142857144,2212.5935008491733,40568,93.96255684779143,100.5,350,6315,10.0,T
Middletown,NY,841.0,556.5756572648095,2047.0,9.716824196597354,2213.027338285725,62488,112.2722475989805,143.7,2645,25701,40.0,T
Portland,OR,353.0,638.6094420600858,2188.0,8.944689213604235,2216.2926250836103,74398,116.5,127.5,63098,564392,883.0,F
Galena,KS,1779.0,456.60752455387683,1322.0,14.885714285714286,2216.42166565841,41058,89.91967453912471,86.9,210,3126,5.0,T
Reading,PA,550.0,598.6666666666666,2148.0,9.156070665016316,2217.296552110249,57472,96.0,100.5,8887,81370,127.0,F
North Vernon,IN,1439.0,493.9516819155879,1687.0,12.065384615384616,2217.3610441242986,45273,91.65471372509015,91.1,520,6274,10.0,T
Garnett,KS,2039.0,424.77322965308764,872.0,19.072289156626507,2217.6350015275284,38125,89.75377292758466,86.9,166,3166,5.0,T
Murfreesboro,NC,2021.0,427.1422929989541,913.0,18.56153846153846,2217.6586752699345,39583,92.66935316118867,96.4,130,2413,4.0,T
Estacada,OR,876.0,552.6412533150516,2038.0,9.790613718411553,2218.2921358558706,64375,116.48605603335386,127.5,277,2712,4.0,T
Grants,NM,1898.0,442.97377171266487,1151.0,16.259191176470587,2219.730839538884,40299,90.97378349104598,90.6,544,8845,14.0,T
Fairfield,IA,1915.0,440.78412404602426,1125.0,16.519642857142856,2221.0020261134387,40053,90.86761027676643,90.3,560,9251,14.0,T
Baraboo,WI,919.0,547.5377399303566,2022.0,9.880952380952381,2221.0459247840868,51582,94.20720479753763,95.5,1134,11205,18.0,T
Fort Madison,IA,1587.0,479.22409956738375,1555.0,12.961950059453033,2221.8447290483646,43708,91.20576373236884,90.3,841,10901,17.0,T
Ravenswood,WV,2219.0,396.854858085769,141.0,50.743589743589745,2223.47520786718,35986,90.67798785071855,90.1,78,3958,6.0,T
Brevard,NC,1766.0,458.4926040601466,1352.0,14.708971553610503,2224.108810287842,42599,92.91098618116797,96.4,457,6722,11.0,T
Aurora,IN,1646.0,471.66208148621683,1496.0,13.4640522875817,2224.259876902877,43098,91.37473986502651,91.1,306,4120,6.0,T
Davenport,IA,356.0,637.7752293577981,2196.0,8.891699878703864,2224.6689641382604,55614,87.2,90.3,11542,102628,160.0,F
Port Jervis,NY,1632.0,472.9684629340349,1512.0,13.344624447717232,2224.762459230198,51372,108.61612142449522,143.7,679,9061,14.0,T
Eaton,OH,1433.0,494.70628734954664,1702.0,11.93202416918429,2224.925392007561,45636,92.24867596589648,92.9,662,7899,12.0,T
Fort Stockton,TX,1013.0,538.5410391376162,1983.0,10.085978835978835,2226.7595290017284,50077,92.98641396055903,92.6,756,7625,12.0,T
Turlock,CA,1113.0,528.83546264064,1930.0,10.393849353736444,2227.929307675627,59203,111.9497540962571,146.9,6731,69961,109.0,T
Stamford,TX,1547.0,483.26554472564,1604.0,12.567226890756302,2228.4579870394687,44456,91.99083295962804,92.6,238,2991,5.0,T
Hartford,CT,231.0,688.75,2217.0,8.76480848391823,2229.002018841616,72181,104.8,119.5,14333,125626,196.0,F
Cleburne,TX,1016.0,538.3041769897136,1984.0,10.079746413079747,2229.015926367508,50052,92.98088727436429,92.6,2997,30209,47.0,T
Angola,IN,759.0,568.217423644906,2097.0,9.463718820861677,2230.1322830720155,52984,93.24599668226838,91.1,882,8347,13.0,T
Winder,GA,413.0,624.5776982186308,2193.0,8.916058394160585,2231.550581994502,59228,94.82887424402959,89.8,1644,14658,23.0,T
Hominy,OK,2231.0,394.88713647365137,63.5,78.0,2231.903503738457,35583,90.10929127182206,88.2,46,3588,6.0,T
Pottstown,PA,176.0,718.3177574292555,2226.0,8.71492295214923,2232.9469317473713,74129,103.19806135002962,100.5,2466,21491,34.0,T
Bay City,TX,1026.0,537.5646212217363,1985.0,10.076480736055204,2234.4800290000358,49974,92.96370711008262,92.6,1739,17523,27.0,T
Plainview,TX,1180.0,521.0597371845597,1898.0,10.6155,2234.9058145702697,48255,92.60934314506063,92.6,2000,21231,33.0,T
Washington,DC,14.0,875.5120732722731,2235.0,8.687760788899958,2235.0438474446087,105149,120.1,154.4,69261,601723,941.0,F
Wichita,KS,366.0,635.9447004608295,2205.0,8.833884161920166,2235.1691211181314,55200,86.8,86.9,42663,376880,589.0,F
Durham,NC,504.0,608.3567134268537,2178.0,9.002310358105506,2235.55362270736,60714,99.8,96.4,25970,233790,366.0,F
Cherryville,NC,1610.0,476.1223205702086,1553.0,12.969026548672566,2236.9418857002074,44334,93.11472721317745,96.4,452,5862,9.0,T
Heavener,OK,2131.0,412.33389675300657,682.0,22.13605442176871,2237.472904863878,37159,90.11871275346235,88.2,147,3254,5.0,T
Waverly,TN,2194.0,401.0962951742573,440.0,27.946666666666665,2237.685411312323,36359,90.64905469696184,90.0,150,4192,7.0,T
Milan,TN,1502.0,487.6955366277467,1661.0,12.24922600619195,2239.4028221827352,44485,91.21469576613117,90.0,646,7913,12.0,T
Yuma,AZ,1495.0,488.12698412698415,1670.0,12.183110252518283,2241.4113857121365,46128,94.5,107.0,7247,88291,138.0,F
Sabina,OH,2211.0,398.22066249529996,369.0,30.711111111111112,2241.5802461656376,36445,91.51961068928749,92.9,90,2764,4.0,T
Owensville,MO,2146.0,410.5558651266758,659.0,22.5625,2244.904675036337,37370,91.02293542553483,91.2,112,2527,4.0,T
St. Ignace,MI,1798.0,454.2400480710203,1346.0,14.74025974025974,2246.000890471774,41474,91.3041467306193,91.4,154,2270,4.0,T
Princeton,KY,1809.0,453.1153067384703,1332.0,14.839160839160838,2246.4872579206854,41721,92.07590072449392,93.9,429,6366,10.0,T
Richfield,UT,1580.0,479.47548283660046,1598.0,12.604609929078014,2247.221395412566,45455,94.80151045698102,101.5,564,7109,11.0,T
Oakland,CA,181.0,713.7443852079549,2240.0,8.653621137558874,2247.3008254348147,103442,144.92863571860028,146.9,47347,409723,641.0,T
Laconia,NH,826.0,558.6054815698171,2092.0,9.492729306487696,2249.164289241673,56219,100.64169052192426,112.6,1788,16973,27.0,T
Honesdale,PA,2091.0,418.5182635948614,833.0,19.58677685950413,2250.815407802248,39292,93.88359700841124,100.5,242,4740,7.0,T
Twentynine Palms,CA,2199.0,400.1333681289624,481.0,26.608255451713397,2250.991337166805,43268,108.13394594488003,146.9,1284,34165,53.0,T
Rantoul,IL,1679.0,468.70088481750116,1500.0,13.43701226309922,2251.4530863422406,42724,91.15408437224417,90.5,897,12053,19.0,T
Warren,AR,2066.0,421.8183989224769,899.0,18.680124223602483,2253.12161234142,38524,91.32840127032975,92.1,322,6015,9.0,T
Plymouth,NH,1562.0,481.748504142711,1624.0,12.44756554307116,2253.2687367466847,47431,98.45593622424462,112.6,534,6647,10.0,T
Jackson,CA,1677.0,469.05131648495217,1505.0,13.38993710691824,2253.2984711307113,51400,109.58289251843297,146.9,318,4258,7.0,T
Munising,MI,2252.0,390.2070102003669,84.0,67.05882352941177,2253.5660629322583,35536,91.06960938952037,91.4,34,2280,4.0,T
Lewiston,ME,1850.0,449.197592778335,1287.0,15.191443388072601,2253.6346198973783,44785,99.7,110.9,2314,35153,55.0,F
Washington Court House,OH,1727.0,462.85217913319394,1448.0,13.956476683937824,2253.7153768832477,42514,91.85221959982572,92.9,965,13468,21.0,T
Greenville,KY,2254.5,389.7697551903258,44.0,93.17391304347827,2254.929322617452,35788,91.81830945945154,93.9,46,4286,7.0,T
Minneapolis,MN,126.0,746.7552182163188,2252.0,8.601400472771063,2255.5221125052176,78708,105.4,99.6,44842,385704,603.0,F
Lincoln,IL,940.0,545.3989639283375,2053.0,9.682249322493226,2257.965677329928,50412,92.43141871208957,90.5,1476,14291,22.0,T
Jacksboro,TX,2217.0,397.2051689459267,437.0,27.98051948051948,2259.6588238050454,36316,91.42882026528677,92.6,154,4309,7.0,T
Terrell,TX,1349.0,503.04167474923406,1813.0,11.170529801324504,2259.8163642207746,46422,92.28261261483223,92.6,1812,20241,32.0,T
Somerton,AZ,2209.0,398.25853117475975,477.0,26.811279826464208,2259.9137151670193,38147,95.78451436426536,107.0,461,12360,19.0,T
Hornell,NY,2181.0,403.96669301879984,593.0,23.980113636363637,2260.1791964355393,43296,107.17715284013548,143.7,352,8441,13.0,T
Lake Charles,LA,1112.0,528.8814317673377,1969.0,10.154879773691654,2261.3060385538265,47282,89.4,92.8,7070,71795,112.0,F
Sterling,IL,1257.0,512.6690705646416,1880.0,10.764705882352942,2261.5147578558935,47041,91.75704699366815,90.5,1377,14823,23.0,T
Central City,KY,2254.5,389.7697551903258,186.0,42.84090909090909,2262.1596429076353,35788,91.81830945945154,93.9,132,5655,9.0,T
Auburn,AL,1900.0,442.8073993471164,1228.0,15.689374013677012,2262.2961786645,40694,91.9,88.6,3802,59651,93.0,F
Providence,RI,654.0,582.780269058296,2168.0,9.066959095233061,2264.4955288098936,64980,111.5,115.8,18922,171565,268.0,F
Columbus,IN,285.0,667.5869809203143,2247.0,8.623006591537317,2265.0019867540955,59482,89.1,91.1,4703,40554,63.0,F
Bellingham,WA,1160.0,523.584229390681,1948.0,10.30205688166582,2267.2238530855307,58432,111.6,112.8,7876,81139,127.0,F
Giddings,TX,1627.0,473.49057404127103,1587.0,12.702127659574469,2272.8171945847294,43500,91.87088906274276,92.6,423,5373,8.0,T
Williamsport,PA,1335.0,505.4175588865096,1843.0,11.010138941043936,2275.713953905455,47206,93.4,100.5,2663,29320,46.0,F
Tupelo,MS,1128.0,527.2247706422019,1978.0,10.100524716929025,2277.030522412908,45974,87.2,85.1,3621,36574,57.0,F
Napoleon,OH,1371.0,501.6967599482259,1819.0,11.150579150579151,2277.806400904168,46336,92.35857932345782,92.9,777,8664,14.0,T
Columbia Falls,MT,1584.0,479.26287007604344,1638.0,12.375555555555556,2278.6180022109893,45325,94.57231684317293,100.8,450,5569,9.0,T
Carlsbad,NM,161.0,726.6865876462355,2273.0,8.492078580481623,2278.694801854781,69621,95.80608914980112,90.6,3156,26801,42.0,T
California City,CA,1831.0,451.0103479083364,1359.0,14.663841807909604,2280.2284973221435,49200,109.08840612676903,146.9,1062,15573,24.0,T
Pendleton,OR,1365.0,502.01640126021175,1828.0,11.1161995898838,2281.4050495254014,52189,103.95875487133479,127.5,1463,16263,25.0,T
Ellsworth,ME,1680.0,468.66105135614436,1544.0,13.026978417266188,2281.739687168543,45774,97.66973352606482,110.9,556,7243,11.0,T
Haskell,TX,2242.0,392.2754120458085,425.0,28.348837209302324,2281.9265982936436,35865,91.42811121644253,92.6,86,2438,4.0,T
Baltimore,MD,167.0,721.8504672897196,2276.0,8.474421622766942,2282.1185332931327,77238,107.0,121.4,75513,639929,1001.0,F
Shamokin,PA,2285.5,383.41971701585504,37.0,109.50746268656717,2285.799477207045,35964,93.79799317548614,100.5,67,7337,11.0,T
