Name,State,EconomyRanking,Economy,SafetyRanking,Safety,Magnitude,Income,CostOfLiving,StateCOL,Crime,Population,RelocationNumber
Lincoln Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,186,10663,-1
Linden,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2996,39680,-1
Lindenwold,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1599,17875,-1
Linwood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,266,7275,-1
Little Egg Harbor Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,939,21508,-1
Little Falls Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,405,11703,-1
Little Ferry,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,250,10510,-1
Little Silver,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,158,6175,-1
Livingston Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,796,27775,-1
Loch Arbour,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,28,274,-1
Lodi,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,700,23895,-1
Logan Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,334,6352,-1
Long Beach Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,258,3628,-1
Long Branch,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1865,33368,-1
Long Hill Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,141,8676,-1
Longport,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,42,1104,-1
Lopatcong Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,198,8744,-1
Lower Alloways Creek Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,26,1908,-1
Lower Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,962,20114,-1
Lumberton Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,615,12184,-1
Lyndhurst Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,637,19403,-1
Madison,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,246,15849,-1
Magnolia,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,270,4353,-1
Mahwah Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,218,24346,-1
Manalapan Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,811,40301,-1
Manasquan,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,344,6309,-1
Manchester Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,973,42400,-1
Mansfield TownshipBurlington County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,243,8405,-1
Mansfield TownshipWarren County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,281,8139,-1
Mantoloking,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,72,461,-1
Mantua Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,582,15414,-1
Manville,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,457,10996,-1
Maple Shade Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,904,19297,-1
Maplewood Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1004,21944,-1
Margate City,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,394,8612,-1
Marlboro Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,934,41231,-1
Matawan,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,202,9175,-1
Maywood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,206,9166,-1
Medford Lakes,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,148,4129,-1
Medford Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,484,22914,-1
Mendham,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,52,5110,-1
Mendham Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,54,5564,-1
Merchantville,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,136,3784,-1
Metuchen,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,424,13200,-1
Middlesex,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,302,13732,-1
Middle Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1481,16580,-1
Middletown Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1744,66915,-1
Midland Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,154,6783,-1
Millburn Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1050,18548,-1
Milltown,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,212,7007,-1
Millville,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2776,29497,-1
Mine Hill Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,60,3604,-1
Monmouth Beach,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,105,3590,-1
Monroe TownshipGloucester County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1680,33950,-1
Monroe TownshipMiddlesex County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,611,38777,-1
Montclair,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1413,37425,-1
Montgomery Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,288,23760,-1
Montvale,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,112,7746,-1
Montville Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,269,21253,-1
Moonachie,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,126,2770,-1
Moorestown Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1093,19653,-1
Morris Plains,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,182,5954,-1
Morristown,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1069,19085,-1
Morris Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,266,21418,-1
Mountain Lakes,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,124,4306,-1
Mountainside,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,126,6638,-1
Mount Arlington,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,108,5862,-1
Mount Ephraim,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,338,4443,-1
Mount Holly Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,620,10246,-1
Mount Laurel Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1357,39696,-1
Mount Olive Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,573,26431,-1
Mullica Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,242,6104,-1
National Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,133,3258,-1
Neptune City,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,450,5116,-1
Neptune Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,3616,28586,-1
Netcong,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,127,3244,-1
New Brunswick,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,3476,52245,-1
Newfield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,58,1689,-1
New Hanover Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,39,9455,-1
New Milford,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,210,16005,-1
New Providence,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,272,12126,-1
North Arlington,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,402,14721,-1
North Bergen Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1707,54933,-1
North Brunswick Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1609,40123,-1
North Caldwell,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,63,7086,-1
Northfield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,186,7965,-1
North Haledon,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,68,9058,-1
North Hanover Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,163,7421,-1
North Plainfield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1020,21373,-1
Northvale,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,34,4874,-1
North Wildwood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,732,4840,-1
Norwood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,48,6290,-1
Nutley Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,630,26145,-1
Oakland,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,283,13454,-1
Oaklyn,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,290,4047,-1
Ocean City,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1843,14725,-1
Ocean Gate,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,62,2171,-1
Oceanport,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,179,5755,-1
Ocean TownshipMonmouth County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1727,28503,-1
Ocean TownshipOcean County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,270,9501,-1
Ogdensburg,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,68,2565,-1
Old Bridge Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1881,66913,-1
Old Tappan,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,80,6151,-1
Oradell,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,164,7811,-1
Orange,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2861,31057,-1
Oxford Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,20,2612,-1
Palisades Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,304,19789,-1
Palmyra,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,347,7400,-1
Paramus,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,3702,26340,-1
Park Ridge,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,86,9013,-1
Parsippany-Troy Hills Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1170,50760,-1
Passaic,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,4530,67356,-1
Paterson,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,12189,146356,-1
Paulsboro,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,546,6121,-1
Peapack and Gladstone,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,36,2600,-1
Pemberton,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,72,1634,-1
Pemberton Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1256,28107,-1
Pennington,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,42,2674,-1
Pennsauken Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2780,35105,-1
Penns Grove,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,467,4686,-1
Pennsville Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1057,13402,-1
Pequannock Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,350,17494,-1
Perth Amboy,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2672,49156,-1
Phillipsburg,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,796,14500,-1
Pine Beach,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,60,2110,-1
Pine Hill,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,677,11449,-1
Pine Valley,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,8,24,-1
Piscataway Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1362,52897,-1
Pitman,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,309,9271,-1
Plainfield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,3879,46459,-1
Plainsboro Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,393,21407,-1
Pleasantville,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1649,18996,-1
Plumsted Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,146,8446,-1
Pohatcong Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,232,3331,-1
Point Pleasant,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,742,20569,-1
Point Pleasant Beach,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,450,5492,-1
Pompton Lakes,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,222,11150,-1
Princeton,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,795,13448,-1
Princeton Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,368,17581,-1
Prospect Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,319,5623,-1
Rahway,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1142,29443,-1
Ramsey,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,334,14846,-1
Randolph Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,456,25391,-1
Raritan,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,351,7487,-1
Raritan Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,484,22934,-1
Readington Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,275,16302,-1
Red Bank,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,681,11992,-1
Ridgefield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,136,10953,-1
Ridgefield Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,321,12426,-1
Ridgewood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,445,24260,-1
Ringwood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,165,12822,-1
Riverdale,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,220,3590,-1
River Edge,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,216,10733,-1
Riverside Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,250,7703,-1
Riverton,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,106,2633,-1
River Vale Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,30,9730,-1
Robbinsville Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,247,12573,-1
Rochelle Park Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,170,6159,-1
Rockaway,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,124,6276,-1
Rockaway Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1041,25860,-1
Rockleigh,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2,390,-1
Roseland,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,102,5390,-1
Roselle,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,999,20721,-1
Roselle Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,252,12899,-1
Roxbury Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,522,23485,-1
Rumson,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,138,7371,-1
Runnemede,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,711,8449,-1
Rutherford,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,511,17491,-1
Saddle Brook Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,674,14371,-1
Saddle River,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,40,3883,-1
Sayreville,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1355,42680,-1
Scotch Plains Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,440,23231,-1
Sea Bright,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,70,1818,-1
Sea Girt,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,84,2107,-1
Sea Isle City,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,647,2938,-1
Seaside Heights,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,741,3397,-1
Seaside Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,184,2351,-1
Secaucus,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1020,15852,-1
Ship Bottom,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,118,1479,-1
Shrewsbury,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,214,3815,-1
Somerdale,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,366,5116,-1
Somers Point,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,947,11401,-1
Somerville,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,382,12847,-1
South Amboy,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,207,7802,-1
South Bound Brook,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,36,5242,-1
South Brunswick Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,994,41861,-1
South Hackensack Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,154,2271,-1
South Harrison Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,62,3298,-1
South Orange,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,945,16024,-1
South Plainfield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,916,22848,-1
South River,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,522,15809,-1
South Toms River,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,203,3759,-1
Sparta Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,266,19466,-1
Spotswood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,220,8261,-1
Springfield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,442,15353,-1
Springfield Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,64,3498,-1
Spring Lake,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,232,3561,-1
Spring Lake Heights,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,72,5164,-1
Stafford Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,836,27444,-1
Stanhope,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,90,3586,-1
Stone Harbor,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,306,1011,-1
Stratford,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,314,7067,-1
Summit,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,476,20783,-1
Surf City,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,82,1590,-1
Swedesboro,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,34,2422,-1
Tavistock,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1,33,-1
Teaneck Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1363,38666,-1
Tenafly,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,208,14864,-1
Teterboro,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,36,17,-1
Tewksbury Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,37,6168,-1
Tinton Falls,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,918,20257,-1
Toms River Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,5907,98282,-1
Totowa,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,668,10809,-1
Tuckerton,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,115,3984,-1
Union Beach,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,255,6647,-1
Union City,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,3145,61855,-1
Union Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2257,53945,-1
Upper Saddle River,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,92,8612,-1
Ventnor City,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,785,12177,-1
Vernon Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,860,24993,-1
Verona,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,238,12636,-1
Voorhees Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1691,32441,-1
Waldwick,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,148,9643,-1
Wallington,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,338,11355,-1
Wall Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,786,26387,-1
Wanaque,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,258,12430,-1
Warren Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,160,16356,-1
Washington TownshipBergen County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,62,9664,-1
Washington TownshipGlouchester County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2620,52251,-1
Washington TownshipMorris County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,190,18615,-1
Washington TownshipWarren County,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,130,6949,-1
Watchung,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,674,6752,-1
Waterford Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,423,10774,-1
Wayne Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,2706,54234,-1
Weehawken Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,573,12351,-1
Wenonah,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,65,2376,-1
Westampton Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,380,8877,-1
West Amwell Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,76,3002,-1
West Caldwell Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,171,10392,-1
West Cape May,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,68,981,-1
West Deptford Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1048,22482,-1
Westfield,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,508,29867,-1
West Long Branch,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,484,8482,-1
West Milford Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,637,28049,-1
West New York,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1821,46907,-1
West Orange,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1339,42590,-1
Westville,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,411,4490,-1
West Wildwood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,46,404,-1
West Windsor Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,822,27202,-1
Westwood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,158,10739,-1
Wharton,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,256,6108,-1
Wildwood,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1218,5222,-1
Wildwood Crest,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,368,4058,-1
Willingboro Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1527,36888,-1
Winfield Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,48,1445,-1
Winslow Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1923,40393,-1
Woodbridge Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,4929,98576,-1
Woodbury,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,1037,10527,-1
Woodbury Heights,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,261,3079,-1
Woodcliff Lake,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,88,6020,-1
Woodland Park,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,450,12383,-1
Woodlynne,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,273,2693,-1
Wood-Ridge,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,186,7491,-1
Woolwich Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,166,10659,-1
Wyckoff Township,NJ,-1,-1,-1,-1,-1,-1,-1.0,118.3,207,17056,-1
Angel Fire,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,108,976,-1
Belen,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,1638,7522,-1
Bernalillo,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,908,9878,-1
Bosque Farms,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,85,4154,-1
Carrizozo,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,28,1065,-1
Cimarron,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,14,799,-1
Cuba,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,66,1550,-1
Estancia,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,60,1606,-1
Hurley,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,38,1427,-1
Jal,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,70,2133,-1
Logan,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,146,1002,-1
Lordsburg,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,8,2886,-1
Milan,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,188,2566,-1
Moriarty,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,192,2014,-1
Rio Rancho,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,3284,87608,-1
Ruidoso Downs,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,256,2740,-1
Santa Clara,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,40,1875,-1
Sunland Park,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,471,15224,-1
Taos Ski Valley,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,18,59,-1
Tatum,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,78,793,-1
Texico,NM,-1,-1,-1,-1,-1,-1,-1.0,90.6,16,997,-1
Adams Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,36,1664,-1
Addison Town and Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,122,2466,-1
Akron Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,78,2923,-1
Alexandria Bay Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,44,1114,-1
Alfred Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,118,4933,-1
Allegany Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,38,1715,-1
Altamont Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,28,1676,-1
Amherst Town,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,4377,109138,-1
Amity Town and Belmont Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,2,2187,-1
Amityville Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,326,9962,-1
Arcade Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,92,1836,-1
Ardsley Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,50,4855,-1
Asharoken Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,2,658,-1
Attica Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,30,2348,-1
Avon Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,68,2850,-1
Baldwinsville Village,NY,-1,-1,-1,-1,-1,-1,-1.0,143.7,290,7201,-1
