DataSourceName,DataSourceCode,StationID,ActualStationID,Latitude_DD,Longitude_DD,SampleDate,SampleTime,ActivityDepth,ActivityDepthUnit,Characteristic,ResultValue,ResultUnit,ValueQualifier,ResultComment,WaterbodyID,WaterbodyName
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-3,27.34018301,-81.26998299,2017-09-24 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,74.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-3,27.34018301,-81.26998299,2017-12-02 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,36.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-3,27.34018301,-81.26998299,2018-06-02 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,54.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-3,27.34018301,-81.26998299,2018-06-29 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,59.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-3,27.34018301,-81.26998299,2018-08-31 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,54.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2009-07-14 00:00:00.000,00:00:00,0.5,m,Specific conductance,178.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2010-01-20 00:00:00.000,00:00:00,0.5,m,True Color,44.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2010-09-06 00:00:00.000,00:00:00,0.5,m,Specific conductance,169.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2013-06-19 00:00:00.000,00:00:00,0.5,m,True Color,36.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2014-01-27 00:00:00.000,00:00:00,0.5,m,True Color,85.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2014-02-19 00:00:00.000,00:00:00,0.5,m,True Color,82.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2014-04-17 00:00:00.000,00:00:00,0.5,m,True Color,62.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2014-08-08 00:00:00.000,00:00:00,0.5,m,Specific conductance,125.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2014-09-15 00:00:00.000,00:00:00,0.5,m,Specific conductance,111.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2015-04-18 00:00:00.000,00:00:00,0.5,m,Specific conductance,83.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2016-01-09 00:00:00.000,00:00:00,0.5,m,Specific conductance,122.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2017-01-14 00:00:00.000,00:00:00,0.5,m,Specific conductance,121.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2017-04-19 00:00:00.000,00:00:00,0.5,m,True Color,61.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2017-04-19 00:00:00.000,00:00:00,0.5,m,Specific conductance,151.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga,27.34018301,-81.26998299,2018-04-06 00:00:00.000,00:00:00,0.5,m,True Color,85.00000000,PCU,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-07-14 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2010-10-11 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-08-21 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-12-27 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2014-10-22 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.80000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-01-19 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-08-16 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-09-14 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-03-12 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-04-13 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-07-13 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-08-16 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-11-19 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-03-17 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-04-19 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,7.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-12-02 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-05-13 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,74.30000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-06-17 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,67.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-09-18 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,45.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2009-09-18 00:00:00.000,00:00:00,0.5,m,Nitrogen,1420.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2010-01-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,42.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2010-01-20 00:00:00.000,00:00:00,0.5,m,Nitrogen,1370.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2010-05-25 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,42.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2010-07-10 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,36.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-04-26 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,61.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-08-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,49.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-08-21 00:00:00.000,00:00:00,0.5,m,Nitrogen,1470.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-11-07 00:00:00.000,00:00:00,0.5,m,Nitrogen,1450.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-11-20 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,53.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2013-12-27 00:00:00.000,00:00:00,0.5,m,Specific conductance,132.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2014-01-27 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,40.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2014-02-19 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,23.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2014-02-19 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,42.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2014-06-27 00:00:00.000,00:00:00,0.5,m,Nitrogen,1660.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2014-10-22 00:00:00.000,00:00:00,0.5,m,Nitrogen,1260.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2014-12-14 00:00:00.000,00:00:00,0.5,m,Specific conductance,109.00000000,umho,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-02-21 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,45.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-02-21 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,67.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-03-25 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,44.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-05-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,38.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-11-13 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,35.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-11-13 00:00:00.000,00:00:00,0.5,m,Nitrogen,1530.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2015-12-13 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,58.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-01-09 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,56.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-01-09 00:00:00.000,00:00:00,0.5,m,Nitrogen,1260.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-07-13 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,37.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-08-16 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,64.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-11-19 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,31.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2016-11-19 00:00:00.000,00:00:00,0.5,m,Nitrogen,1110.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-01-14 00:00:00.000,00:00:00,0.5,m,Nitrogen,1350.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-04-19 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,65.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-06-16 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,61.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-06-16 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,67.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2017-09-24 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,51.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-1,27.34018301,-81.26998299,2018-06-02 00:00:00.000,00:00:00,0.5,m,Nitrogen,1150.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-01-20 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-03-24 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-10-11 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,5.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2014-02-19 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,3.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2014-06-27 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2014-08-08 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.30000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2015-04-18 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2015-05-20 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.00000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2016-04-13 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,2.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2017-09-24 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2018-08-31 00:00:00.000,00:00:00,0.5,m,Secchi disk depth,1.50000000,ft,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2009-03-19 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,74.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2009-04-09 00:00:00.000,00:00:00,0.5,m,Nitrogen,1770.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2009-05-13 00:00:00.000,00:00:00,0.5,m,Nitrogen,2590.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2009-09-18 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,51.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2009-09-18 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,53.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2009-11-15 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,61.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-01-20 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,39.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-03-24 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,32.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-05-25 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,37.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-05-25 00:00:00.000,00:00:00,0.5,m,Nitrogen,1030.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-07-10 00:00:00.000,00:00:00,0.5,m,Chlorophyll a, uncorrected for pheophytin,26.10000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-07-10 00:00:00.000,00:00:00,0.5,m,Phosphorus as P,38.00000000,ug/l,,,1001006,Istokpoga, Lake
LAKEWATCH Volunteer Water Quality Monitoring,LAKEWATCH_V,Istokpoga-Highlands,Highlands-Istokpoga-2,27.34018301,-81.26998299,2010-10-11 00:00:00.000,00:00:00,0.5,m,Nitrogen,1100.00000000,ug/l,,,1001006,Istokpoga, Lake
